Usage_Date,Project_ID,Source_Region,Destination_Region,Transfer_Type,Data_Volume_GB,Network_Cost
2026-02-07 00:00:00,proj-035,asia-south1,Internet,Internet Egress,478.1,98.3
2025-01-31 00:00:00,proj-060,us-central1,asia-south1,Intra-region Egress,102.32,85.84
2025-06-09 00:00:00,proj-029,australia-southeast1,us-central1,Intra-region Egress,73.3,81.66
2025-04-18 00:00:00,proj-077,us-east4,us-central1,Cloud NAT,137.23,41.74
2025-03-08 00:00:00,proj-060,australia-southeast1,us-east4,Inter-region Egress,431.85,26.77
2026-01-25 00:00:00,proj-045,us-east4,us-central1,Inter-region Egress,284.42,69.46
2025-07-16 00:00:00,proj-050,us-east4,Internet,Intra-region Egress,384.65,50.24
2025-05-09 00:00:00,proj-036,US-CENTRAL1,australia-southeast1,Cloud NAT,403.7,55.72
2025-04-20 00:00:00,proj-033,us-east4,australia-southeast1,Cloud NAT,167.63,63.58
2025-12-15 00:00:00,proj-023,australia-southeast1,asia-south1,Intra-region Egress,186.02,81.03
2025-08-29 00:00:00,proj-046,australia-southeast1,australia-southeast1,Cloud NAT,195.97,8.45
2026-03-03 00:00:00,proj-074,EUROPE-WEST1,us-central1,Inter-region Egress,306.83,16.03
2025-04-13 00:00:00,proj-040,us-east4,us-east4,Inter-region Egress,365.28,7.46
2025-01-28 00:00:00,proj-064,us-central1,australia-southeast1,Load Balancing,254.83,25.16
2025-10-10 00:00:00,proj-026,asia-south1,australia-southeast1,Intra-region Egress,223.83,48.71
2025-10-18 00:00:00,proj-029,us-east4,europe-west1,Internet Egress,214.29,16.38
2025-07-27 00:00:00,proj-026,asia-south1,us-east4,Inter-region Egress,275.99,95.15
2026-02-12 00:00:00,proj-028,us-central1,us-east4,Load Balancing,463.72,81.66
2026-03-13 00:00:00,proj-047,europe-west1,europe-west1,Intra-region Egress,379.85,93.15
2026-01-20 00:00:00,proj-001,us-central1,us-east4,Load Balancing,45.37,2.13
2025-08-24 00:00:00,proj-077,us-central1,us-east4,Inter-region Egress,396.74,40.22
2025-06-03 00:00:00,proj-018,asia-south1,us-east4,Load Balancing,203.82,88.34
2025-07-29 00:00:00,proj-023,US-EAST4,us-central1,Intra-region Egress,172.96,88.86
2025-12-14 00:00:00,proj-037,asia-south1,Internet,Internet Egress,351.93,14.62
2026-01-03 00:00:00,proj-031,us-east4,us-central1,Internet Egress,376.14,60.5
2025-01-06 00:00:00,proj-030,asia-south1,us-central1,Intra-region Egress,22.2,55.17
2026-02-18 00:00:00,proj-051,australia-southeast1,Internet,Load Balancing,327.41,25.21
2025-08-17 00:00:00,proj-040,us-central1,us-central1,Load Balancing,379.08,85.16
2026-04-24 00:00:00,proj-038,us-east4,us-east4,Inter-region Egress,498.54,12.47
2025-08-17 00:00:00,proj-033,us-east4,asia-south1,Load Balancing,137.49,89.54
2025-09-09 00:00:00,proj-070,EUROPE-WEST1,europe-west1,Load Balancing,110.71,95.51
2026-03-09 00:00:00,proj-054,europe-west1,europe-west1,Inter-region Egress,492.47,20.4
2025-01-24 00:00:00,proj-050,asia-south1,australia-southeast1,Internet Egress,332.67,49.75
2026-03-14 00:00:00,proj-024,us-east4,asia-south1,Internet Egress,146.42,25.1
2025-06-23 00:00:00,proj-031,australia-southeast1,europe-west1,Load Balancing,496.09,47.61
2025-01-12 00:00:00,proj-061,europe-west1,australia-southeast1,Load Balancing,416.91,27.84
2025-11-29 00:00:00,proj-031,asia-south1,us-central1,Internet Egress,327.41,96.41
2025-12-15 00:00:00,proj-027,europe-west1,australia-southeast1,Inter-region Egress,333.16,66.01
2025-03-21 00:00:00,proj-059,australia-southeast1,Internet,Intra-region Egress,150.78,79.23
2025-07-24 00:00:00,proj-062,europe-west1,asia-south1,Intra-region Egress,259.59,19.6
2025-08-01 00:00:00,proj-057,us-central1,Internet,Cloud NAT,260.45,88.53
2025-03-10 00:00:00,proj-068,asia-south1,us-central1,Load Balancing,271.91,34.73
2025-02-10 00:00:00,proj-024,us-east4,Internet,Inter-region Egress,340.96,47.74
2026-04-18 00:00:00,proj-022,us-east4,australia-southeast1,Load Balancing,409.31,31.78
2025-09-27 00:00:00,proj-024,australia-southeast1,australia-southeast1,Internet Egress,325.8,4.08
2025-03-23 00:00:00,proj-072,us-east4,us-east4,Cloud NAT,454.3,48.22
2026-03-01 00:00:00,proj-034,europe-west1,europe-west1,Load Balancing,388.17,8.34
2025-01-21 00:00:00,proj-070,europe-west1,us-central1,Load Balancing,146.18,87.63
2026-01-07 00:00:00,proj-034,australia-southeast1,Internet,Internet Egress,78.46,25.02
2026-03-03 00:00:00,proj-025,asia-south1,Internet,Intra-region Egress,277.75,21.65
2025-12-07 00:00:00,proj-050,EUROPE-WEST1,us-east4,Cloud NAT,335.3,40.39
2025-01-05 00:00:00,proj-061,europe-west1,australia-southeast1,Intra-region Egress,46.11,33.47
2026-04-14 00:00:00,proj-045,us-east4,australia-southeast1,Intra-region Egress,140.27,72.92
2025-12-03 00:00:00,proj-072,us-east4,us-east4,,357.77,76.94
2025-01-03 00:00:00,proj-053,us-east4,us-east4,Cloud NAT,364,14.24
2026-04-09 00:00:00,proj-061,australia-southeast1,australia-southeast1,Cloud NAT,190.01,37.06
2026-01-15 00:00:00,proj-005,australia-southeast1,europe-west1,Load Balancing,124.79,68.36
2025-11-30 00:00:00,proj-046,us-east4,us-central1,Cloud NAT,398.04,26.69
2025-08-31 00:00:00,proj-074,asia-south1,europe-west1,Load Balancing,245.58,51.89
2025-05-19 00:00:00,proj-017,europe-west1,europe-west1,Inter-region Egress,189.04,15.57
2025-10-31 00:00:00,proj-023,us-east4,us-central1,Intra-region Egress,120.91,61.03
2025-08-25 00:00:00,proj-029,us-east4,australia-southeast1,Inter-region Egress,191.3,54.41
2026-02-11 00:00:00,proj-016,europe-west1,Internet,Internet Egress,156.52,19.35
2025-01-07 00:00:00,proj-049,australia-southeast1,australia-southeast1,Intra-region Egress,498.37,93.63
2025-04-04 00:00:00,proj-067,us-central1,australia-southeast1,Cloud NAT,180.28,50.49
2025-09-29 00:00:00,proj-064,europe-west1,europe-west1,Load Balancing,77.63,2.87
2025-11-09 00:00:00,proj-002,asia-south1,Internet,Cloud NAT,321.75,0.15
2025-01-07 00:00:00,proj-057,australia-southeast1,australia-southeast1,Cloud NAT,110.2,65.73
2026-04-06 00:00:00,proj-037,US-CENTRAL1,us-east4,Load Balancing,443.5,89.5
2026-01-28 00:00:00,proj-055,europe-west1,us-central1,Inter-region Egress,245.33,11.41
2026-03-29 00:00:00,proj-030,europe-west1,Internet,Intra-region Egress,476.23,47.32
2025-11-06 00:00:00,proj-051,us-central1,us-east4,Intra-region Egress,234.26,92.57
2025-09-19 00:00:00,proj-013,us-central1,europe-west1,Intra-region Egress,195.1,61.4
2025-11-28 00:00:00,proj-051,us-central1,asia-south1,Internet Egress,214.77,94.35
2025-05-18 00:00:00,proj-002,us-central1,Internet,Cloud NAT,448.66,68.82
2025-11-29 00:00:00,proj-057,europe-west1,australia-southeast1,Intra-region Egress,231.34,45.3
2025-06-08 00:00:00,proj-071,us-central1,asia-south1,Intra-region Egress,22.92,29.37
2026-01-29 00:00:00,proj-057,asia-south1,europe-west1,Intra-region Egress,358.88,41.02
2025-07-26 00:00:00,proj-005,ASIA-SOUTH1,europe-west1,Cloud NAT,26.66,21.78
2025-09-30 00:00:00,proj-005,europe-west1,us-central1,Inter-region Egress,411.72,90.37
2025-01-13 00:00:00,proj-065,europe-west1,asia-south1,Cloud NAT,369.46,99.72
2025-03-25 00:00:00,proj-055,us-central1,us-east4,Internet Egress,481.35,13.27
2026-02-13 00:00:00,proj-053,asia-south1,Internet,Internet Egress,418.69,68.75
2025-05-09 00:00:00,proj-079,us-central1,Internet,Internet Egress,214.42,5.95
2025-12-01 00:00:00,proj-024,us-central1,asia-south1,Intra-region Egress,127.78,63.4
2025-07-04 00:00:00,proj-020,asia-south1,asia-south1,Cloud NAT,63.77,51.33
2025-11-13 00:00:00,proj-018,us-central1,us-central1,Load Balancing,237.78,7.62
2025-11-25 00:00:00,proj-031,us-central1,us-central1,Load Balancing,72.19,47.45
2025-02-24 00:00:00,proj-074,australia-southeast1,asia-south1,Intra-region Egress,364.56,41.13
2025-03-04 00:00:00,proj-021,us-east4,us-east4,Load Balancing,456.01,96.18
2025-08-30 00:00:00,proj-024,asia-south1,europe-west1,Cloud NAT,330.31,2.41
2025-07-07 00:00:00,proj-013,US-EAST4,asia-south1,Inter-region Egress,150.96,50.56
2025-10-10 00:00:00,proj-060,us-east4,europe-west1,Internet Egress,327.01,85.69
2026-03-13 00:00:00,proj-023,us-east4,australia-southeast1,Load Balancing,444.2,72.08
2026-05-01 00:00:00,proj-016,us-east4,asia-south1,Intra-region Egress,275.94,38.47
2026-02-27 00:00:00,proj-029,us-central1,asia-south1,Load Balancing,465.3,61.7
2026-04-23 00:00:00,proj-041,US-CENTRAL1,australia-southeast1,Inter-region Egress,375.45,65.1
2026-02-15 00:00:00,proj-057,us-east4,us-east4,Inter-region Egress,34.99,7
2025-08-29 00:00:00,proj-037,asia-south1,Internet,Internet Egress,79.77,93.99
2025-01-04 00:00:00,proj-017,us-east4,europe-west1,Intra-region Egress,342.4,28.18
2026-05-06 00:00:00,proj-010,us-central1,australia-southeast1,Load Balancing,72.13,26.17
2025-02-26 00:00:00,proj-018,us-central1,us-central1,Cloud NAT,481.47,58.49
2025-12-18 00:00:00,proj-014,australia-southeast1,europe-west1,Load Balancing,282.85,30.88
2025-05-31 00:00:00,proj-077,asia-south1,asia-south1,Load Balancing,62.55,76.58
2026-02-14 00:00:00,proj-068,us-central1,asia-south1,Cloud NAT,124.38,36.13
2025-01-30 00:00:00,proj-019,europe-west1,asia-south1,Inter-region Egress,427.96,61.96
2025-02-13 00:00:00,proj-041,asia-south1,australia-southeast1,Load Balancing,84.78,12.47
2025-07-01 00:00:00,proj-030,us-central1,europe-west1,Load Balancing,384.57,97.58
2025-10-04 00:00:00,proj-024,us-central1,us-central1,Internet Egress,316.47,18.71
2025-02-27 00:00:00,proj-068,us-east4,asia-south1,Internet Egress,82.95,69.54
2025-09-23 00:00:00,proj-011,us-central1,us-east4,Internet Egress,380.2,39.5
2026-01-24 00:00:00,proj-032,australia-southeast1,us-central1,Inter-region Egress,228.66,96
2025-07-08 00:00:00,proj-068,asia-south1,Internet,Cloud NAT,456.15,40.02
2025-12-29 00:00:00,proj-007,australia-southeast1,asia-south1,Load Balancing,287.3,0.93
2025-01-25 00:00:00,proj-045,australia-southeast1,europe-west1,Load Balancing,151.8,99.97
2026-01-14 00:00:00,proj-077,us-east4,us-central1,Intra-region Egress,208.27,2.81
2026-02-16 00:00:00,proj-045,australia-southeast1,asia-south1,Cloud NAT,302.93,63.02
2026-03-12 00:00:00,proj-041,us-east4,australia-southeast1,Internet Egress,368.56,66.89
2025-05-30 00:00:00,proj-025,australia-southeast1,europe-west1,Load Balancing,3.63,25.59
2025-02-10 00:00:00,proj-018,asia-south1,us-east4,Internet Egress,425.17,89.07
2026-01-22 00:00:00,proj-064,europe-west1,europe-west1,Intra-region Egress,193.7,2.42
2025-05-23 00:00:00,proj-013,europe-west1,australia-southeast1,Inter-region Egress,411.62,50.35
2025-09-27 00:00:00,proj-032,us-central1,australia-southeast1,Intra-region Egress,117.27,77.67
2025-03-06 00:00:00,proj-055,us-east4,australia-southeast1,Inter-region Egress,74.74,84.19
2025-11-20 00:00:00,proj-011,us-central1,Internet,Intra-region Egress,403.92,80.1
2025-02-05 00:00:00,proj-051,us-east4,Internet,Intra-region Egress,325.56,45.09
2025-05-30 00:00:00,proj-031,europe-west1,us-central1,Internet Egress,220.04,23.66
2026-02-19 00:00:00,proj-025,us-central1,Internet,Cloud NAT,25.62,55.23
2025-02-28 00:00:00,proj-034,us-east4,us-central1,Intra-region Egress,101.23,75.39
2026-01-25 00:00:00,proj-038,asia-south1,australia-southeast1,Inter-region Egress,460.81,55.39
2025-10-06 00:00:00,proj-013,australia-southeast1,us-central1,Internet Egress,76.31,32.64
2025-03-07 00:00:00,proj-051,us-east4,Internet,Intra-region Egress,280.45,93.77
2025-08-21 00:00:00,proj-052,australia-southeast1,australia-southeast1,Inter-region Egress,348.23,56.28
2025-10-15 00:00:00,proj-068,us-central1,us-east4,Load Balancing,105.68,21.92
2025-05-19 00:00:00,proj-024,us-east4,us-east4,Inter-region Egress,243.59,19.84
2025-08-10 00:00:00,proj-061,us-central1,us-east4,Intra-region Egress,256.09,54.11
2026-05-07 00:00:00,proj-062,us-east4,us-east4,Intra-region Egress,116.62,30.02
2025-01-02 00:00:00,proj-050,us-central1,Internet,Cloud NAT,140.8,77.66
2025-01-14 00:00:00,proj-024,us-east4,australia-southeast1,Cloud NAT,447.35,19.75
2026-03-29 00:00:00,proj-053,asia-south1,Internet,Cloud NAT,200.26,74.24
2025-11-24 00:00:00,proj-065,us-east4,australia-southeast1,Cloud NAT,71.58,26.63
2025-04-15 00:00:00,proj-050,europe-west1,asia-south1,Cloud NAT,276.9,17.52
2025-09-22 00:00:00,proj-056,ASIA-SOUTH1,us-central1,Internet Egress,315.9,1.08
2025-07-08 00:00:00,proj-042,australia-southeast1,europe-west1,Intra-region Egress,223.02,63.21
2025-06-05 00:00:00,proj-008,us-east4,Internet,Load Balancing,226.97,93.28
2025-09-06 00:00:00,proj-004,us-central1,us-east4,Internet Egress,244.59,21.64
2025-08-11 00:00:00,proj-058,us-east4,asia-south1,Internet Egress,124.09,99.56
2025-06-29 00:00:00,proj-005,australia-southeast1,Internet,Load Balancing,487.61,6.53
2025-11-14 00:00:00,proj-035,asia-south1,europe-west1,Cloud NAT,62.13,99.01
2025-08-24 00:00:00,proj-067,us-central1,australia-southeast1,Internet Egress,114.32,32.47
2026-02-06 00:00:00,proj-050,asia-south1,us-east4,Internet Egress,292.58,60.86
2026-03-17 00:00:00,proj-048,us-central1,europe-west1,Cloud NAT,107.6,61.4
2025-05-04 00:00:00,proj-066,us-central1,Internet,Cloud NAT,269.51,19.84
2025-11-08 00:00:00,proj-076,asia-south1,australia-southeast1,Load Balancing,131.46,74.1
2025-09-01 00:00:00,proj-037,us-central1,europe-west1,Cloud NAT,3.79,73.75
2026-03-10 00:00:00,proj-068,australia-southeast1,us-central1,Intra-region Egress,465.52,15.45
2025-07-08 00:00:00,proj-063,asia-south1,Internet,Cloud NAT,298.77,71.78
2025-06-05 00:00:00,proj-038,us-east4,australia-southeast1,Intra-region Egress,151,77.87
2025-05-09 00:00:00,proj-049,europe-west1,asia-south1,Internet Egress,198.19,62.95
2026-02-26 00:00:00,proj-049,us-central1,europe-west1,Intra-region Egress,361.92,76.31
2025-01-31 00:00:00,proj-046,europe-west1,australia-southeast1,Intra-region Egress,314.91,22.67
2025-07-10 00:00:00,proj-064,asia-south1,Internet,Internet Egress,92.33,43.81
2025-04-17 00:00:00,proj-022,us-central1,Internet,Intra-region Egress,14.42,97.82
2025-12-20 00:00:00,proj-003,asia-south1,asia-south1,Internet Egress,234.72,FREE
2025-07-21 00:00:00,proj-059,us-central1,Internet,Intra-region Egress,201.8,99.5
2025-12-15 00:00:00,proj-044,asia-south1,australia-southeast1,Internet Egress,120.45,64.19
2025-04-16 00:00:00,proj-078,australia-southeast1,Internet,Internet Egress,310.82,29.47
2025-06-28 00:00:00,proj-020,asia-south1,australia-southeast1,Inter-region Egress,326.62,22.17
2025-09-16 00:00:00,proj-064,us-central1,australia-southeast1,Load Balancing,328.36,42.03
2026-04-12 00:00:00,proj-020,US-EAST4,Internet,Inter-region Egress,15.52,74.53
2025-06-02 00:00:00,proj-001,europe-west1,europe-west1,Intra-region Egress,181.79,27.26
2025-12-23 00:00:00,proj-064,us-central1,us-central1,Internet Egress,419.82,37.78
2025-07-28 00:00:00,proj-049,us-east4,europe-west1,Load Balancing,85.53,25.94
2025-05-01 00:00:00,proj-078,asia-south1,europe-west1,Inter-region Egress,175.32,90.81
2026-03-30 00:00:00,proj-018,asia-south1,asia-south1,Internet Egress,62.57,25.87
2025-03-27 00:00:00,proj-066,europe-west1,Internet,Intra-region Egress,125.91,7.46
2026-04-29 00:00:00,proj-037,europe-west1,Internet,Inter-region Egress,192.77,53.09
2025-05-28 00:00:00,proj-018,asia-south1,asia-south1,Cloud NAT,250.26,5.33
2025-09-30 00:00:00,proj-078,us-east4,Internet,Intra-region Egress,264.24,43.26
2026-03-07 00:00:00,proj-069,us-central1,australia-southeast1,Intra-region Egress,249.98,44.35
2025-10-23 00:00:00,proj-009,us-east4,australia-southeast1,Inter-region Egress,468.87,9.43
2025-06-20 00:00:00,proj-006,US-EAST4,us-central1,Inter-region Egress,117.91,31.83
2025-05-25 00:00:00,proj-048,australia-southeast1,us-east4,Internet Egress,277.6,25.47
2025-06-11 00:00:00,proj-032,us-east4,Internet,Load Balancing,217.82,18.09
2025-02-09 00:00:00,proj-046,europe-west1,australia-southeast1,Inter-region Egress,416.51,1.41
2025-09-23 00:00:00,proj-005,europe-west1,australia-southeast1,Inter-region Egress,31.82,57.34
2025-08-03 00:00:00,proj-018,europe-west1,us-central1,Internet Egress,154.84,42.59
2025-02-13 00:00:00,proj-044,australia-southeast1,europe-west1,Intra-region Egress,482.5,90.47
2025-11-01 00:00:00,proj-019,asia-south1,asia-south1,Inter-region Egress,277.85,78.86
2025-06-21 00:00:00,proj-041,us-central1,us-central1,Intra-region Egress,53.84,4.64
2026-03-24 00:00:00,proj-080,europe-west1,us-central1,Inter-region Egress,402.92,98.36
2025-04-09 00:00:00,proj-042,europe-west1,asia-south1,Cloud NAT,347.29,54.23
2025-12-05 00:00:00,proj-028,asia-south1,asia-south1,Cloud NAT,235.04,67.41
2025-10-08 00:00:00,proj-080,EUROPE-WEST1,asia-south1,Intra-region Egress,376.49,67.18
2025-09-04 00:00:00,proj-031,us-central1,asia-south1,Inter-region Egress,185.01,66.88
2026-02-26 00:00:00,proj-078,asia-south1,asia-south1,Intra-region Egress,389.88,8.34
2026-03-30 00:00:00,proj-080,asia-south1,australia-southeast1,Inter-region Egress,183.3,97.23
2026-03-19 00:00:00,proj-044,US-EAST4,Internet,Load Balancing,88.82,31.84
2025-12-26 00:00:00,proj-054,europe-west1,asia-south1,Inter-region Egress,310.92,11.67
2026-02-08 00:00:00,proj-052,asia-south1,us-east4,Inter-region Egress,370.77,47.36
2026-02-12 00:00:00,proj-063,us-central1,australia-southeast1,Cloud NAT,474.62,35.36
2025-11-02 00:00:00,proj-072,us-east4,australia-southeast1,Intra-region Egress,404.91,74.99
2025-01-25 00:00:00,proj-059,us-central1,australia-southeast1,Inter-region Egress,457.1,90.35
2025-02-24 00:00:00,proj-011,us-central1,us-east4,Inter-region Egress,391.23,85.74
2025-11-06 00:00:00,proj-070,us-central1,Internet,Intra-region Egress,498.58,11.97
2025-11-05 00:00:00,proj-071,asia-south1,us-central1,Cloud NAT,171.12,36.81
2025-09-07 00:00:00,proj-028,us-central1,us-east4,Cloud NAT,55.84,50.68
2025-05-21 00:00:00,proj-051,asia-south1,europe-west1,Cloud NAT,450.83,8.3
2026-01-17 00:00:00,proj-057,europe-west1,us-central1,Cloud NAT,442.51,34.53
2026-01-10 00:00:00,proj-023,asia-south1,australia-southeast1,Intra-region Egress,485.39,92.31
2026-04-06 00:00:00,proj-001,ASIA-SOUTH1,asia-south1,Intra-region Egress,177.62,7.33
2025-10-26 00:00:00,proj-072,us-central1,australia-southeast1,Cloud NAT,482.82,50.41
2025-07-26 00:00:00,proj-008,asia-south1,us-east4,Intra-region Egress,315.54,74.46
2025-01-29 00:00:00,proj-058,asia-south1,europe-west1,Cloud NAT,348.37,39.78
2025-01-27 00:00:00,proj-079,us-east4,australia-southeast1,Inter-region Egress,58.48,0.17
2026-04-30 00:00:00,proj-063,europe-west1,australia-southeast1,Cloud NAT,122,64.69
2025-03-19 00:00:00,proj-021,us-east4,europe-west1,Cloud NAT,375.39,26.45
2025-10-01 00:00:00,proj-043,australia-southeast1,us-east4,Internet Egress,463.11,83.87
2025-12-28 00:00:00,proj-011,australia-southeast1,us-east4,Intra-region Egress,236.37,49.81
2025-11-05 00:00:00,proj-036,us-central1,us-central1,Internet Egress,412.25,25.27
2025-03-21 00:00:00,proj-009,asia-south1,australia-southeast1,Load Balancing,381.79,14.95
2026-03-23 00:00:00,proj-006,europe-west1,asia-south1,Inter-region Egress,398.03,62.44
2025-01-21 00:00:00,proj-020,us-east4,europe-west1,Cloud NAT,323.41,15.7
2025-09-05 00:00:00,proj-028,us-central1,us-east4,Cloud NAT,487.85,57.15
2025-08-27 00:00:00,proj-047,australia-southeast1,asia-south1,Cloud NAT,404.44,79.39
2025-04-30 00:00:00,proj-060,europe-west1,australia-southeast1,Cloud NAT,179.83,8.15
2025-02-26 00:00:00,proj-036,us-east4,europe-west1,Intra-region Egress,229.77,93.35
2025-05-23 00:00:00,proj-050,europe-west1,us-central1,Intra-region Egress,342.11,15.52
2025-07-29 00:00:00,proj-079,us-east4,Internet,Internet Egress,128.78,32.28
2025-10-27 00:00:00,proj-026,us-central1,asia-south1,Inter-region Egress,212.8,0.44
2025-03-28 00:00:00,proj-040,australia-southeast1,europe-west1,Internet Egress,373.09,63.25
